YEAR,QUARTER,MONTH,AIRLINE_ID,CARRIER_NAME,CARRIER_GROUP_NEW,SALA_GALLONS,SDOM_GALLONS,SDOMT_GALLONS,NALA_GALLONS,NDOM_GALLONS,NDOMT_GALLONS,TDOMT_GALLONS,SALA_COST,SDOM_COST,SDOMT_COST,NALA_COST,NDOM_COST,NDOMT_COST,TDOMT_COST
1996,1,1,19385,Reeve Aleutian Airways Inc.,1,0.00,487157.00,487157.00,0.00,10961.00,10961.00,498118.00,0.00,443695.00,443695.00,0.00,8029.00,8029.00,451724.00
1996,1,1,19386,Northwest Airlines Inc.,3,0.00,92744845.00,92744845.00,0.00,54630.00,54630.00,92799475.00,0.00,54676727.00,54676727.00,0.00,33795.00,33795.00,54710522.00
1996,1,1,19392,Rich International Airways,1,0.00,762054.00,762054.00,0.00,951952.00,951952.00,1714006.00,0.00,539781.00,539781.00,0.00,656156.00,656156.00,1195937.00
1996,1,1,19393,Southwest Airlines Co.,3,0.00,58900296.00,58900296.00,0.00,0.00,0.00,58900296.00,0.00,36669257.00,36669257.00,0.00,0.00,0.00,36669257.00
1996,1,1,19677,Buffalo Airways Inc.,1,0.00,0.00,0.00,0.00,64973.00,64973.00,64973.00,0.00,0.00,0.00,0.00,56497.00,56497.00,56497.00
1996,1,1,19678,Aloha Airlines Inc.,2,0.00,3393507.00,3393507.00,0.00,21244.00,21244.00,3414751.00,0.00,2279513.00,2279513.00,0.00,14250.00,14250.00,2293763.00
1996,1,1,19687,Horizon Air,2,0.00,3463359.00,3463359.00,0.00,34983.00,34983.00,3498342.00,0.00,2719835.00,2719835.00,0.00,27473.00,27473.00,2747308.00
1996,1,1,19690,Hawaiian Airlines Inc.,2,0.00,7107535.00,7107535.00,0.00,693940.00,693940.00,7801475.00,0.00,4689173.00,4689173.00,0.00,458591.00,458591.00,5147764.00
1996,1,1,19704,Continental Air Lines Inc.,3,0.00,67430000.00,67430000.00,0.00,672000.00,672000.00,68102000.00,0.00,38238000.00,38238000.00,0.00,470000.00,470000.00,38708000.00
1996,1,1,19787,Great American Airways,1,0.00,2433.00,2433.00,0.00,989053.00,989053.00,991486.00,0.00,2190.00,2190.00,0.00,890147.00,890147.00,892337.00
1996,1,1,19790,Delta Air Lines Inc.,3,98301.00,162780452.00,162878753.00,0.00,29757.00,29757.00,162908510.00,78774.00,98893245.00,98972019.00,0.00,17183.00,17183.00,98989202.00
1996,1,1,19805,American Airlines Inc.,3,0.00,158682194.00,158682194.00,0.00,524467.00,524467.00,159206661.00,0.00,94291755.00,94291755.00,0.00,316125.00,316125.00,94607880.00
1996,1,1,19874,Air Transport International,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996,1,1,19898,Emery Worldwide Airlines,2,0.00,0.00,0.00,0.00,10900598.00,10900598.00,10900598.00,0.00,0.00,0.00,0.00,6989688.00,6989688.00,6989688.00
1996,1,1,19917,United Parcel Service,3,0.00,0.00,0.00,0.00,27625582.00,27625582.00,27625582.00,0.00,0.00,0.00,0.00,15678299.00,15678299.00,15678299.00
1996,1,1,19930,Alaska Airlines Inc.,3,1809482.00,18010454.00,19819936.00,123760.00,90571.00,214331.00,20034267.00,1247241.00,11519232.00,12766473.00,85305.00,56136.00,141441.00,12907914.00
1996,1,1,19952,Carnival Air Lines Inc.,2,0.00,5180751.00,5180751.00,0.00,188437.00,188437.00,5369188.00,0.00,3706323.00,3706323.00,0.00,137231.00,137231.00,3843554.00
1996,1,1,19972,Av Atlantic,1,0.00,0.00,0.00,0.00,132185.00,132185.00,132185.00,0.00,0.00,0.00,0.00,96887.00,96887.00,96887.00
1996,1,1,19977,United Air Lines Inc.,3,52904.00,143010128.00,143063032.00,0.00,216950.00,216950.00,143279982.00,36949.00,86835172.00,86872121.00,0.00,130973.00,130973.00,87003094.00
1996,1,1,19982,USAir Shuttle,2,0.00,1856145.00,1856145.00,0.00,20221.00,20221.00,1876366.00,0.00,1117645.00,1117645.00,0.00,24067.00,24067.00,1141712.00
1996,1,1,19991,America West Airlines Inc.,3,0.00,26266528.00,26266528.00,0.00,64370.00,64370.00,26330898.00,0.00,16841397.00,16841397.00,0.00,41856.00,41856.00,16883253.00
1996,1,1,19994,Reno Air Inc.,2,98858.00,5761489.00,5860347.00,0.00,52333.00,52333.00,5912680.00,78349.00,3677670.00,3756019.00,0.00,54232.00,54232.00,3810251.00
1996,1,1,20007,Atlas Air Inc.,2,0.00,0.00,0.00,0.00,36715.00,36715.00,36715.00,0.00,0.00,0.00,0.00,30840.00,30840.00,30840.00
1996,1,1,20017,Continental Micronesia,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996,1,1,20033,UFS Inc.,1,0.00,382898.00,382898.00,0.00,0.00,0.00,382898.00,0.00,393134.00,393134.00,0.00,0.00,0.00,393134.00
1996,1,1,20042,Southern Air Transport Inc.,2,0.00,0.00,0.00,9430.00,91135.00,100565.00,100565.00,0.00,0.00,0.00,10090.00,68535.00,78625.00,78625.00
1996,1,1,20046,Air Wisconsin Airlines Corp,2,0.00,2104154.00,2104154.00,0.00,0.00,0.00,2104154.00,0.00,1706325.00,1706325.00,0.00,0.00,0.00,1706325.00
1996,1,1,20057,Evergreen International Inc.,2,0.00,0.00,0.00,0.00,799942.00,799942.00,799942.00,0.00,0.00,0.00,0.00,561449.00,561449.00,561449.00
1996,1,1,20060,Air South Inc.,1,0.00,1386620.00,1386620.00,0.00,0.00,0.00,1386620.00,0.00,818106.00,818106.00,0.00,0.00,0.00,818106.00
1996,1,1,20078,Western Pacific Airlines,2,0.00,2597027.00,2597027.00,0.00,0.00,0.00,2597027.00,0.00,1627426.00,1627426.00,0.00,0.00,0.00,1627426.00
1996,1,1,20088,Tower Air Inc.,2,0.00,2528438.00,2528438.00,0.00,442839.00,442839.00,2971277.00,0.00,1575816.00,1575816.00,0.00,354464.00,354464.00,1930280.00
1996,1,1,20095,World Airways Inc.,2,0.00,0.00,0.00,0.00,40592.00,40592.00,40592.00,0.00,0.00,0.00,0.00,30706.00,30706.00,30706.00
1996,1,1,20100,Polar Air Cargo Airways,2,0.00,2604009.00,2604009.00,0.00,42390.00,42390.00,2646399.00,0.00,1741932.00,1741932.00,0.00,27543.00,27543.00,1769475.00
1996,1,1,20107,Federal Express Corporation,3,0.00,36836091.00,36836091.00,0.00,1594151.00,1594151.00,38430242.00,0.00,22548000.00,22548000.00,0.00,1003000.00,1003000.00,23551000.00
1996,1,1,20108,Northern Air Cargo Inc.,1,360286.00,171847.00,532133.00,7790.00,25010.00,32800.00,564933.00,512208.00,119252.00,631460.00,9270.00,36773.00,46043.00,677503.00
1996,1,1,20143,Kiwi International,1,0.00,5006267.00,5006267.00,0.00,0.00,0.00,5006267.00,0.00,3135112.00,3135112.00,0.00,0.00,0.00,3135112.00
1996,1,1,20151,Amerijet International,1,0.00,0.00,0.00,0.00,1857.00,1857.00,1857.00,0.00,0.00,0.00,0.00,1541.00,1541.00,1541.00
1996,1,1,20173,American International Airways Inc.,1,0.00,0.00,0.00,0.00,5604643.00,5604643.00,5604643.00,0.00,0.00,0.00,0.00,4259528.00,4259528.00,4259528.00
1996,1,1,20191,Fine Airlines Inc.,1,0.00,215461.00,215461.00,0.00,0.00,0.00,215461.00,0.00,150822.00,150822.00,0.00,0.00,0.00,150822.00
1996,1,1,20194,Arrow Air Inc.,1,0.00,790296.00,790296.00,0.00,18030.00,18030.00,808326.00,0.00,548216.00,548216.00,0.00,12507.00,12507.00,560723.00
1996,1,1,20204,MGM Grand Air Inc.,1,0.00,0.00,0.00,0.00,823443.00,823443.00,823443.00,0.00,0.00,0.00,0.00,759443.00,759443.00,759443.00
1996,1,1,20211,Trans World Airlines Inc.,3,0.00,52945972.00,52945972.00,0.00,632715.00,632715.00,53578687.00,0.00,31672526.00,31672526.00,0.00,379167.00,379167.00,32051693.00
1996,1,1,20218,Express One International Inc.,1,0.00,0.00,0.00,0.00,50620.00,50620.00,50620.00,0.00,0.00,0.00,0.00,43027.00,43027.00,43027.00
1996,1,1,20237,Trans States Airlines,2,0.00,1498328.00,1498328.00,0.00,0.00,0.00,1498328.00,0.00,1006483.00,1006483.00,0.00,0.00,0.00,1006483.00
1996,1,1,20243,Valujet Airlines Inc.,2,0.00,9944942.00,9944942.00,0.00,0.00,0.00,9944942.00,0.00,6963725.00,6963725.00,0.00,0.00,0.00,6963725.00
1996,1,1,20297,Midway Airlines Inc.,2,0.00,3118863.00,3118863.00,0.00,63376.00,63376.00,3182239.00,0.00,1674611.00,1674611.00,0.00,34028.00,34028.00,1708639.00
1996,1,1,20299,Sun Jet International Inc.,4,0.00,0.00,0.00,0.00,1354449.00,1354449.00,1354449.00,0.00,0.00,0.00,0.00,921025.00,921025.00,921025.00
1996,1,1,20302,Kitty Hawk Aircargo,1,0.00,0.00,0.00,0.00,1035337.00,1035337.00,1035337.00,0.00,0.00,0.00,0.00,880036.00,880036.00,880036.00
1996,1,1,20308,Challenge Air Cargo Inc.,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996,1,1,20312,American Trans Air Inc.,2,0.00,9426948.00,9426948.00,0.00,3854418.00,3854418.00,13281366.00,0.00,5816572.00,5816572.00,0.00,2408869.00,2408869.00,8225441.00
1996,1,1,20314,Midwest Express Airlines,2,0.00,4355860.00,4355860.00,0.00,42133.00,42133.00,4397993.00,0.00,2657228.00,2657228.00,0.00,47457.00,47457.00,2704685.00
1996,1,1,20344,Ryan International Airlines,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996,1,1,20355,USAir,3,0.00,82857000.00,82857000.00,0.00,585000.00,585000.00,83442000.00,0.00,49454000.00,49454000.00,0.00,353000.00,353000.00,49807000.00
1996,1,1,20357,DHL Airways,3,0.00,4208794.00,4208794.00,0.00,169395.00,169395.00,4378189.00,0.00,2856201.00,2856201.00,0.00,113828.00,113828.00,2970029.00
1996,1,1,20366,Atlantic Southeast Airlines,2,0.00,3392743.00,3392743.00,0.00,0.00,0.00,3392743.00,0.00,2274943.00,2274943.00,0.00,0.00,0.00,2274943.00
1996,1,1,20374,ExpressJet Airlines Inc.,2,0.00,2884000.00,2884000.00,0.00,0.00,0.00,2884000.00,0.00,2043000.00,2043000.00,0.00,0.00,0.00,2043000.00
1996,1,1,20378,Mesa Airlines Inc.,2,0.00,4661639.00,4661639.00,0.00,0.00,0.00,4661639.00,0.00,3759390.00,3759390.00,0.00,0.00,0.00,3759390.00
1996,1,1,20379,Zantop International,1,0.00,0.00,0.00,0.00,221307.00,221307.00,221307.00,0.00,0.00,0.00,0.00,146483.00,146483.00,146483.00
1996,1,1,20393,Business Express,2,0.00,1570839.00,1570839.00,0.00,0.00,0.00,1570839.00,0.00,1493902.00,1493902.00,0.00,0.00,0.00,1493902.00
1996,1,1,20398,Simmons Airlines,2,0.00,3573466.00,3573466.00,0.00,0.00,0.00,3573466.00,0.00,2814168.00,2814168.00,0.00,0.00,0.00,2814168.00
1996,1,1,20414,Executive Airlines,2,0.00,251804.00,251804.00,0.00,0.00,0.00,251804.00,0.00,192190.00,192190.00,0.00,0.00,0.00,192190.00
1996,1,1,20415,North American Airlines,1,0.00,0.00,0.00,0.00,84627.00,84627.00,84627.00,0.00,0.00,0.00,0.00,62105.00,62105.00,62105.00
1996,1,1,20416,Spirit Air Lines,1,0.00,1563468.00,1563468.00,0.00,0.00,0.00,1563468.00,0.00,1230455.00,1230455.00,0.00,0.00,0.00,1230455.00
1996,1,1,20422,Sun Country Airlines,1,0.00,0.00,0.00,0.00,3565146.00,3565146.00,3565146.00,0.00,0.00,0.00,0.00,2837019.00,2837019.00,2837019.00
1996,1,1,20436,Frontier Airlines Inc.,1,0.00,1899366.00,1899366.00,0.00,0.00,0.00,1899366.00,0.00,1188934.00,1188934.00,0.00,0.00,0.00,1188934.00
1996,1,2,19385,Reeve Aleutian Airways Inc.,1,414704.00,0.00,414704.00,0.00,0.00,0.00,414704.00,337771.00,0.00,337771.00,0.00,0.00,0.00,337771.00
1996,1,2,19386,Northwest Airlines Inc.,3,0.00,8904645.00,8904645.00,0.00,48713.00,48713.00,8953358.00,0.00,49799092.00,49799092.00,0.00,27614.00,27614.00,49826706.00
1996,1,2,19392,Rich International Airways,1,0.00,671694.00,671694.00,0.00,1236850.00,1236850.00,1908544.00,0.00,475964.00,475964.00,0.00,852368.00,852368.00,1328332.00
1996,1,2,19393,Southwest Airlines Co.,3,0.00,55529930.00,55529930.00,0.00,0.00,0.00,55529930.00,0.00,31957594.00,31957594.00,0.00,0.00,0.00,31957594.00
1996,1,2,19677,Buffalo Airways Inc.,1,0.00,0.00,0.00,0.00,34972.00,34972.00,34972.00,0.00,0.00,0.00,0.00,28793.00,28793.00,28793.00
1996,1,2,19678,Aloha Airlines Inc.,2,0.00,3090995.00,3090995.00,0.00,16576.00,16576.00,3107571.00,0.00,1829515.00,1829515.00,0.00,9787.00,9787.00,1839302.00
1996,1,2,19687,Horizon Air,2,0.00,3312168.00,3312168.00,0.00,33456.00,33456.00,3345624.00,0.00,2339649.00,2339649.00,0.00,23633.00,23633.00,2363282.00
1996,1,2,19690,Hawaiian Airlines Inc.,2,0.00,6722095.00,6722095.00,0.00,672630.00,672630.00,7394725.00,0.00,4005638.00,4005638.00,0.00,414654.00,414654.00,4420292.00
1996,1,2,19704,Continental Air Lines Inc.,3,0.00,66191000.00,66191000.00,0.00,697000.00,697000.00,66888000.00,0.00,37277000.00,37277000.00,0.00,488000.00,488000.00,37765000.00
1996,1,2,19787,Great American Airways,1,0.00,3636.00,3636.00,0.00,1042985.00,1042985.00,1046621.00,0.00,3272.00,3272.00,0.00,938686.00,938686.00,941958.00
1996,1,2,19790,Delta Air Lines Inc.,3,83520.00,154688086.00,154771606.00,0.00,44657.00,44657.00,154816263.00,56861.00,88394876.00,88451737.00,0.00,24387.00,24387.00,88476124.00
1996,1,2,19805,American Airlines Inc.,3,0.00,150838901.00,150838901.00,0.00,424724.00,424724.00,151263625.00,0.00,83663101.00,83663101.00,0.00,243885.00,243885.00,83906986.00
1996,1,2,19874,Air Transport International,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996,1,2,19898,Emery Worldwide Airlines,2,0.00,0.00,0.00,0.00,10547032.00,10547032.00,10547032.00,0.00,0.00,0.00,0.00,6287174.00,6287174.00,6287174.00
1996,1,2,19917,United Parcel Service,3,0.00,0.00,0.00,0.00,26674626.00,26674626.00,26674626.00,0.00,0.00,0.00,0.00,15595131.00,15595131.00,15595131.00
1996,1,2,19930,Alaska Airlines Inc.,3,1656482.00,17227817.00,18884299.00,96676.00,67252.00,163928.00,19048227.00,1002267.00,9719963.00,10722230.00,58495.00,36383.00,94878.00,10817108.00
1996,1,2,19952,Carnival Air Lines Inc.,2,0.00,5134519.00,5134519.00,0.00,217493.00,217493.00,5352012.00,0.00,3452530.00,3452530.00,0.00,147620.00,147620.00,3600150.00
1996,1,2,19972,Av Atlantic,1,0.00,0.00,0.00,0.00,113133.00,113133.00,113133.00,0.00,0.00,0.00,0.00,83356.00,83356.00,83356.00
1996,1,2,19977,United Air Lines Inc.,3,53451.00,142690635.00,142744086.00,0.00,184526.00,184526.00,142928612.00,36614.00,83771646.00,83808260.00,0.00,108058.00,108058.00,83916318.00
1996,1,2,19982,USAir Shuttle,2,0.00,1961537.00,1961537.00,0.00,14934.00,14934.00,1976471.00,0.00,1134130.00,1134130.00,0.00,14786.00,14786.00,1148916.00
1996,1,2,19991,America West Airlines Inc.,3,0.00,25407467.00,25407467.00,0.00,60025.00,60025.00,25467492.00,0.00,14825771.00,14825771.00,0.00,38254.00,38254.00,14864025.00
1996,1,2,19994,Reno Air Inc.,2,0.00,5737943.00,5737943.00,0.00,2796.00,2796.00,5740739.00,0.00,3970759.00,3970759.00,0.00,2516.00,2516.00,3973275.00
1996,1,2,20007,Atlas Air Inc.,2,0.00,0.00,0.00,0.00,98036.00,98036.00,98036.00,0.00,0.00,0.00,0.00,82650.00,82650.00,82650.00
1996,1,2,20017,Continental Micronesia,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1996,1,2,20033,UFS Inc.,1,0.00,350772.00,350772.00,0.00,0.00,0.00,350772.00,0.00,310839.00,310839.00,0.00,0.00,0.00,310839.00
1996,1,2,20042,Southern Air Transport Inc.,2,0.00,0.00,0.00,17172.00,9904.00,27076.00,27076.00,0.00,0.00,0.00,18374.00,6933.00,25307.00,25307.00
1996,1,2,20046,Air Wisconsin Airlines Corp,2,0.00,1978363.00,1978363.00,0.00,0.00,0.00,1978363.00,0.00,1551765.00,1551765.00,0.00,0.00,0.00,1551765.00
1996,1,2,20057,Evergreen International Inc.,2,0.00,0.00,0.00,0.00,853951.00,853951.00,853951.00,0.00,0.00,0.00,0.00,555935.00,555935.00,555935.00
1996,1,2,20060,Air South Inc.,1,0.00,1187360.00,1187360.00,0.00,0.00,0.00,1187360.00,0.00,887178.00,887178.00,0.00,0.00,0.00,887178.00
1996,1,2,20078,Western Pacific Airlines,2,0.00,2709089.00,2709089.00,0.00,0.00,0.00,2709089.00,0.00,1571075.00,1571075.00,0.00,0.00,0.00,1571075.00
1996,1,2,20088,Tower Air Inc.,2,0.00,2143132.00,2143132.00,0.00,415800.00,415800.00,2558932.00,0.00,1223326.00,1223326.00,0.00,290823.00,290823.00,1514149.00
1996,1,2,20095,World Airways Inc.,2,0.00,0.00,0.00,0.00,89284.00,89284.00,89284.00,0.00,0.00,0.00,0.00,59756.00,59756.00,59756.00
1996,1,2,20100,Polar Air Cargo Airways,2,0.00,2398309.00,2398309.00,0.00,130735.00,130735.00,2529044.00,0.00,1539022.00,1539022.00,0.00,91677.00,91677.00,1630699.00
1996,1,2,20107,Federal Express Corporation,3,0.00,36928458.00,36928458.00,0.00,1536151.00,1536151.00,38464609.00,0.00,21656000.00,21656000.00,0.00,929000.00,929000.00,22585000.00
1996,1,2,20108,Northern Air Cargo Inc.,1,348850.00,166658.00,515508.00,27102.00,5004.00,32106.00,547614.00,483622.00,109858.00,593480.00,32251.00,5955.00,38206.00,631686.00
