YEAR,QUARTER,MONTH,AIRLINE_ID,CARRIER_NAME,CARRIER_GROUP_NEW,SALA_GALLONS,SDOM_GALLONS,SDOMT_GALLONS,NALA_GALLONS,NDOM_GALLONS,NDOMT_GALLONS,TDOMT_GALLONS,SALA_COST,SDOM_COST,SDOMT_COST,NALA_COST,NDOM_COST,NDOMT_COST,TDOMT_COST
2003,1,1,19386,Northwest Airlines Inc.,3,0.00,83485835.00,83485835.00,0.00,435132.00,435132.00,83920967.00,0.00,67120251.00,67120251.00,0.00,282221.00,282221.00,67402472.00
2003,1,1,19393,Southwest Airlines Co.,3,0.00,94309158.00,94309158.00,0.00,0.00,0.00,94309158.00,0.00,64937266.00,64937266.00,0.00,0.00,0.00,64937266.00
2003,1,1,19678,Aloha Airlines Inc.,2,0.00,4412181.00,4412181.00,0.00,18816.00,18816.00,4430997.00,0.00,3931339.00,3931339.00,0.00,16301.00,16301.00,3947640.00
2003,1,1,19687,Horizon Air,2,0.00,4417309.00,4417309.00,0.00,45670.00,45670.00,4462979.00,0.00,4180218.00,4180218.00,0.00,43195.00,43195.00,4223413.00
2003,1,1,19690,Hawaiian Airlines Inc.,2,0.00,8087814.00,8087814.00,0.00,1440162.00,1440162.00,9527976.00,0.00,6954895.00,6954895.00,0.00,1257803.00,1257803.00,8212698.00
2003,1,1,19704,Continental Air Lines Inc.,3,0.00,62548000.00,62548000.00,0.00,731000.00,731000.00,63279000.00,0.00,56769000.00,56769000.00,0.00,636000.00,636000.00,57405000.00
2003,1,1,19790,Delta Air Lines Inc.,3,0.00,137002399.00,137002399.00,0.00,549330.00,549330.00,137551729.00,0.00,109961937.00,109961937.00,0.00,440908.00,440908.00,110402845.00
2003,1,1,19805,American Airlines Inc.,3,0.00,180200759.00,180200759.00,0.00,785933.00,785933.00,180986692.00,0.00,141344693.00,141344693.00,0.00,707658.00,707658.00,142052351.00
2003,1,1,19874,Air Transport International,2,0.00,0.00,0.00,0.00,3623963.00,3623963.00,3623963.00,0.00,0.00,0.00,0.00,3313483.00,3313483.00,3313483.00
2003,1,1,19917,United Parcel Service,3,0.00,0.00,0.00,0.00,28999000.00,28999000.00,28999000.00,0.00,0.00,0.00,0.00,26750000.00,26750000.00,26750000.00
2003,1,1,19930,Alaska Airlines Inc.,3,2074411.00,22800563.00,24874974.00,55904.00,5456.00,61360.00,24936334.00,1880681.00,20744549.00,22625230.00,50683.00,4917.00,55600.00,22680830.00
2003,1,1,19977,United Air Lines Inc.,3,0.00,115190090.00,115190090.00,0.00,73341.00,73341.00,115263431.00,0.00,95714165.00,95714165.00,0.00,60939.00,60939.00,95775104.00
2003,1,1,19991,America West Airlines Inc.,3,0.00,33990912.00,33990912.00,0.00,29307.00,29307.00,34020219.00,0.00,31049033.00,31049033.00,0.00,27116.00,27116.00,31076149.00
2003,1,1,20007,Atlas Air Inc.,2,0.00,0.00,0.00,0.00,4055179.00,4055179.00,4055179.00,0.00,0.00,0.00,0.00,3406350.00,3406350.00,3406350.00
2003,1,1,20017,Continental Micronesia,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2003,1,1,20046,Air Wisconsin Airlines Corp,2,0.00,5326064.00,5326064.00,0.00,0.00,0.00,5326064.00,0.00,6086106.00,6086106.00,0.00,0.00,0.00,6086106.00
2003,1,1,20057,Evergreen International Inc.,2,11319.00,0.00,11319.00,27042.00,110884.00,137926.00,149245.00,24168.00,0.00,24168.00,35347.00,122134.00,157481.00,181649.00
2003,1,1,20095,World Airways Inc.,2,0.00,0.00,0.00,0.00,369000.00,369000.00,369000.00,0.00,0.00,0.00,0.00,371000.00,371000.00,371000.00
2003,1,1,20100,Polar Air Cargo Airways,2,0.00,0.00,0.00,0.00,27065.00,27065.00,27065.00,0.00,0.00,0.00,0.00,25712.00,25712.00,25712.00
2003,1,1,20107,Federal Express Corporation,3,0.00,64300216.00,64300216.00,0.00,1550162.00,1550162.00,65850378.00,0.00,54989000.00,54989000.00,0.00,1318000.00,1318000.00,56307000.00
2003,1,1,20108,Northern Air Cargo Inc.,1,527864.00,0.00,527864.00,55029.00,0.00,55029.00,582893.00,696698.00,0.00,696698.00,79314.00,0.00,79314.00,776012.00
2003,1,1,20147,TransMeridian Airlines,1,0.00,0.00,0.00,0.00,167458.00,167458.00,167458.00,0.00,0.00,0.00,0.00,165784.00,165784.00,165784.00
2003,1,1,20149,Florida West Airlines Inc.,1,0.00,0.00,0.00,0.00,45865.00,45865.00,45865.00,0.00,0.00,0.00,0.00,39704.00,39704.00,39704.00
2003,1,1,20151,Amerijet International,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2003,1,1,20169,Lynden Air Cargo Airlines,1,111157.00,0.00,111157.00,21818.00,0.00,21818.00,132975.00,132642.00,0.00,132642.00,25728.00,0.00,25728.00,158370.00
2003,1,1,20170,Mesaba Airlines,2,0.00,2100689.00,2100689.00,0.00,0.00,0.00,2100689.00,0.00,1754075.00,1754075.00,0.00,0.00,0.00,1754075.00
