YEAR,QUARTER,MONTH,AIRLINE_ID,CARRIER_NAME,CARRIER_GROUP_NEW,SALA_GALLONS,SDOM_GALLONS,SDOMT_GALLONS,NALA_GALLONS,NDOM_GALLONS,NDOMT_GALLONS,TDOMT_GALLONS,SALA_COST,SDOM_COST,SDOMT_COST,NALA_COST,NDOM_COST,NDOMT_COST,TDOMT_COST
2006,1,1,19386,Northwest Airlines Inc.,3,0.00,70258526.00,70258526.00,0.00,104464.00,104464.00,70362990.00,0.00,131329967.00,131329967.00,0.00,208928.00,208928.00,131538895.00
2006,1,1,19393,Southwest Airlines Co.,3,0.00,111444456.00,111444456.00,0.00,0.00,0.00,111444456.00,0.00,167768413.00,167768413.00,0.00,0.00,0.00,167768413.00
2006,1,1,19678,Aloha Airlines Inc.,2,0.00,3636708.00,3636708.00,0.00,752.00,752.00,3637460.00,0.00,7215361.00,7215361.00,0.00,1446.00,1446.00,7216807.00
2006,1,1,19687,Horizon Air,2,0.00,4165032.00,4165032.00,0.00,42981.00,42981.00,4208013.00,0.00,8553481.00,8553481.00,0.00,88152.00,88152.00,8641633.00
2006,1,1,19690,Hawaiian Airlines Inc.,2,0.00,8327976.00,8327976.00,0.00,197502.00,197502.00,8525478.00,0.00,15457601.00,15457601.00,0.00,369174.00,369174.00,15826775.00
2006,1,1,19704,Continental Air Lines Inc.,3,0.00,62690000.00,62690000.00,0.00,54000.00,54000.00,62744000.00,0.00,113782000.00,113782000.00,0.00,99000.00,99000.00,113881000.00
2006,1,1,19790,Delta Air Lines Inc.,3,0.00,107376209.00,107376209.00,0.00,176734.00,176734.00,107552943.00,0.00,198734615.00,198734615.00,0.00,327104.00,327104.00,199061719.00
2006,1,1,19805,American Airlines Inc.,3,0.00,158011522.00,158011522.00,0.00,230935.00,230935.00,158242457.00,0.00,278165482.00,278165482.00,0.00,417077.00,417077.00,278582559.00
2006,1,1,19874,Air Transport International,2,0.00,0.00,0.00,0.00,3453778.00,3453778.00,3453778.00,0.00,0.00,0.00,0.00,6805361.00,6805361.00,6805361.00
2006,1,1,19917,United Parcel Service,3,0.00,0.00,0.00,0.00,30041000.00,30041000.00,30041000.00,0.00,0.00,0.00,0.00,57925000.00,57925000.00,57925000.00
2006,1,1,19930,Alaska Airlines Inc.,3,1725737.00,25500601.00,27226338.00,24620.00,3468.00,28088.00,27254426.00,3153247.00,46456687.00,49609934.00,44985.00,6242.00,51227.00,49661161.00
2006,1,1,19977,United Air Lines Inc.,3,0.00,99669794.00,99669794.00,0.00,184509.00,184509.00,99854303.00,0.00,198159377.00,198159377.00,0.00,362689.00,362689.00,198522066.00
2006,1,1,19991,America West Airlines Inc.,3,0.00,34279794.00,34279794.00,0.00,13112.00,13112.00,34292906.00,0.00,61450855.00,61450855.00,0.00,23842.00,23842.00,61474697.00
2006,1,1,20007,Atlas Air Inc.,2,0.00,425599.00,425599.00,0.00,2078631.00,2078631.00,2504230.00,0.00,906526.00,906526.00,0.00,4457496.00,4457496.00,5364022.00
2006,1,1,20017,Continental Micronesia,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2006,1,1,20046,Air Wisconsin Airlines Corp,2,0.00,7340845.00,7340845.00,0.00,0.00,0.00,7340845.00,0.00,15146988.00,15146988.00,0.00,0.00,0.00,15146988.00
2006,1,1,20057,Evergreen International Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2006,1,1,20095,World Airways Inc.,2,0.00,0.00,0.00,0.00,117933.00,117933.00,117933.00,0.00,0.00,0.00,0.00,229629.00,229629.00,229629.00
2006,1,1,20100,Polar Air Cargo Airways,2,0.00,712369.00,712369.00,0.00,233819.00,233819.00,946188.00,0.00,1517346.00,1517346.00,0.00,509044.00,509044.00,2026390.00
2006,1,1,20107,Federal Express Corporation,3,0.00,62428043.00,62428043.00,0.00,1219812.00,1219812.00,63647855.00,0.00,110776000.00,110776000.00,0.00,2156000.00,2156000.00,112932000.00
2006,1,1,20108,Northern Air Cargo Inc.,1,392233.00,0.00,392233.00,7938.00,19823.00,27761.00,419994.00,864926.00,0.00,864926.00,17396.00,39299.00,56695.00,921621.00
2006,1,1,20149,Florida West Airlines Inc.,2,0.00,0.00,0.00,0.00,157755.00,157755.00,157755.00,0.00,0.00,0.00,0.00,271838.00,271838.00,271838.00
