YEAR,QUARTER,MONTH,AIRLINE_ID,CARRIER_NAME,CARRIER_GROUP_NEW,SALA_GALLONS,SDOM_GALLONS,SDOMT_GALLONS,NALA_GALLONS,NDOM_GALLONS,NDOMT_GALLONS,TDOMT_GALLONS,SALA_COST,SDOM_COST,SDOMT_COST,NALA_COST,NDOM_COST,NDOMT_COST,TDOMT_COST
2012,1,1,19393,Southwest Airlines Co.,3,0.00,116467634.00,116467634.00,0.00,109292.00,109292.00,116576926.00,0.00,376354237.00,376354237.00,0.00,354357.00,354357.00,376708594.00
2012,1,1,19687,Horizon Air,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2012,1,1,19690,Hawaiian Airlines Inc.,3,0.00,10315460.00,10315460.00,0.00,7624.00,7624.00,10323084.00,0.00,31295595.00,31295595.00,0.00,24930.00,24930.00,31320525.00
2012,1,1,19790,Delta Air Lines Inc.,3,0.00,115157687.00,115157687.00,0.00,839412.00,839412.00,115997099.00,0.00,366041168.00,366041168.00,0.00,2668161.00,2668161.00,368709329.00
2012,1,1,19805,American Airlines Inc.,3,0.00,115608965.00,115608965.00,0.00,239151.00,239151.00,115848116.00,0.00,352299283.00,352299283.00,0.00,726138.00,726138.00,353025421.00
2012,1,1,19874,Air Transport International,2,0.00,0.00,0.00,0.00,28954.00,28954.00,28954.00,0.00,0.00,0.00,0.00,88181.00,88181.00,88181.00
2012,1,1,19917,United Parcel Service,3,0.00,29474000.00,29474000.00,0.00,0.00,0.00,29474000.00,0.00,91782000.00,91782000.00,0.00,0.00,0.00,91782000.00
2012,1,1,19930,Alaska Airlines Inc.,3,1585594.00,25864874.00,27450468.00,46183.00,26388.00,72571.00,27523039.00,4922046.00,89952230.00,94874276.00,143363.00,79320.00,222683.00,95096959.00
2012,1,1,19977,United Air Lines Inc.,3,0.00,118363933.00,118363933.00,0.00,651595.00,651595.00,119015528.00,0.00,361450009.00,361450009.00,0.00,2222964.00,2222964.00,363672973.00
2012,1,1,20007,Atlas Air Inc.,3,0.00,0.00,0.00,0.00,4357058.00,4357058.00,4357058.00,0.00,0.00,0.00,0.00,14471354.00,14471354.00,14471354.00
2012,1,1,20046,Air Wisconsin Airlines Corp,2,0.00,6207336.00,6207336.00,0.00,0.00,0.00,6207336.00,0.00,20385684.00,20385684.00,0.00,0.00,0.00,20385684.00
2012,1,1,20057,Evergreen International Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2012,1,1,20095,World Airways Inc.,2,0.00,0.00,0.00,0.00,32749.00,32749.00,32749.00,0.00,0.00,0.00,0.00,108336.00,108336.00,108336.00
2012,1,1,20100,Polar Air Cargo Airways,2,0.00,1266925.00,1266925.00,0.00,0.00,0.00,1266925.00,0.00,4018730.00,4018730.00,0.00,0.00,0.00,4018730.00
2012,1,1,20107,Federal Express Corporation,3,0.00,52363862.00,52363862.00,1192.00,1370678.00,1371870.00,53735732.00,0.00,158851000.00,158851000.00,4000.00,4229000.00,4233000.00,163084000.00
2012,1,1,20108,Northern Air Cargo Inc.,1,308240.00,0.00,308240.00,43778.00,62169.00,105947.00,414187.00,973433.00,0.00,973433.00,138251.00,205908.00,344159.00,1317592.00
2012,1,1,20149,Florida West Airlines Inc.,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2012,1,1,20151,Amerijet International,2,0.00,0.00,0.00,0.00,13716.00,13716.00,13716.00,0.00,0.00,0.00,0.00,46564.00,46564.00,46564.00
2012,1,1,20166,Gulf And Caribbean Cargo,1,0.00,0.00,0.00,0.00,65170.00,65170.00,65170.00,0.00,0.00,0.00,0.00,231646.00,231646.00,231646.00
2012,1,1,20169,Lynden Air Cargo Airlines,1,79419.00,0.00,79419.00,9691.00,31724.00,41415.00,120834.00,275521.00,0.00,275521.00,30759.00,39656.00,70415.00,345936.00
2012,1,1,20177,Asia Pacific,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2012,1,1,20190,Southern Air Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2012,1,1,20195,Sky Lease Cargo,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2012,1,1,20207,Casino Express,1,0.00,0.00,0.00,0.00,24809.00,24809.00,24809.00,0.00,0.00,0.00,0.00,105438.00,105438.00,105438.00
2012,1,1,20254,Colgan Air,2,0.00,721792.00,721792.00,0.00,3930.00,3930.00,725722.00,0.00,2530370.00,2530370.00,0.00,13776.00,13776.00,2544146.00
