YEAR,QUARTER,MONTH,AIRLINE_ID,CARRIER_NAME,CARRIER_GROUP_NEW,SALA_GALLONS,SDOM_GALLONS,SDOMT_GALLONS,NALA_GALLONS,NDOM_GALLONS,NDOMT_GALLONS,TDOMT_GALLONS,SALA_COST,SDOM_COST,SDOMT_COST,NALA_COST,NDOM_COST,NDOMT_COST,TDOMT_COST
2021,1,1,19393,Southwest Airlines Co.,3,0.00,88870352.00,88870352.00,0.00,100171.00,100171.00,88970523.00,0.00,127993597.00,127993597.00,0.00,159861.00,159861.00,128153458.00
2021,1,1,19687,Horizon Air,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,1,1,19690,Hawaiian Airlines Inc.,3,0.00,9277894.00,9277894.00,0.00,0.00,0.00,9277894.00,0.00,13449128.00,13449128.00,0.00,0.00,0.00,13449128.00
2021,1,1,19790,Delta Air Lines Inc.,3,0.00,106922159.00,106922159.00,0.00,1183560.00,1183560.00,108105719.00,0.00,174970608.00,174970608.00,0.00,1936813.00,1936813.00,176907421.00
2021,1,1,19805,American Airlines Inc.,3,0.00,92578976.00,92578976.00,0.00,193280.00,193280.00,92772256.00,0.00,130639432.00,130639432.00,0.00,274836.00,274836.00,130914268.00
2021,1,1,19874,Air Transport International,2,0.00,0.00,0.00,0.00,215919.00,215919.00,215919.00,0.00,0.00,0.00,0.00,384143.00,384143.00,384143.00
2021,1,1,19917,United Parcel Service,3,0.00,48687000.00,48687000.00,0.00,0.00,0.00,48687000.00,0.00,72457000.00,72457000.00,0.00,0.00,0.00,72457000.00
2021,1,1,19930,Alaska Airlines Inc.,3,1067258.00,27910127.00,28977385.00,116101.00,15628.00,131729.00,29109114.00,1529483.00,48343204.00,49872687.00,166384.00,21781.00,188165.00,50060852.00
2021,1,1,19977,United Air Lines Inc.,3,0.00,59816144.00,59816144.00,0.00,651659.00,651659.00,60467803.00,0.00,86367445.00,86367445.00,0.00,947923.00,947923.00,87315368.00
2021,1,1,20007,Atlas Air Inc.,3,0.00,0.00,0.00,0.00,15359065.00,15359065.00,15359065.00,0.00,0.00,0.00,0.00,24804445.00,24804445.00,24804445.00
2021,1,1,20046,Air Wisconsin Airlines Corp,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,1,1,20100,Polar Air Cargo Airways,3,0.00,2295063.00,2295063.00,0.00,0.00,0.00,2295063.00,0.00,3451998.00,3451998.00,0.00,0.00,0.00,3451998.00
2021,1,1,20107,Federal Express Corporation,3,0.00,60136085.00,60136085.00,894.00,1967149.00,1968043.00,62104128.00,0.00,88849000.00,88849000.00,1000.00,2911000.00,2912000.00,91761000.00
2021,1,1,20108,Northern Air Cargo Inc.,2,325030.00,0.00,325030.00,50118.00,0.00,50118.00,375148.00,505977.00,0.00,505977.00,77980.00,0.00,77980.00,583957.00
