YEAR,QUARTER,MONTH,AIRLINE_ID,CARRIER_NAME,CARRIER_GROUP_NEW,SALA_GALLONS,SDOM_GALLONS,SDOMT_GALLONS,NALA_GALLONS,NDOM_GALLONS,NDOMT_GALLONS,TDOMT_GALLONS,SALA_COST,SDOM_COST,SDOMT_COST,NALA_COST,NDOM_COST,NDOMT_COST,TDOMT_COST
2011,1,1,19393,Southwest Airlines Co.,3,0.00,118505801.00,118505801.00,0.00,228412.00,228412.00,118734213.00,0.00,311075651.00,311075651.00,0.00,601391.00,601391.00,311677042.00
2011,1,1,19687,Horizon Air,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,1,1,19690,Hawaiian Airlines Inc.,3,0.00,10450025.00,10450025.00,0.00,17130.00,17130.00,10467155.00,0.00,26701497.00,26701497.00,0.00,44918.00,44918.00,26746415.00
2011,1,1,19704,Continental Air Lines Inc.,3,0.00,51064000.00,51064000.00,0.00,186000.00,186000.00,51250000.00,0.00,129023000.00,129023000.00,0.00,471000.00,471000.00,129494000.00
2011,1,1,19790,Delta Air Lines Inc.,3,0.00,122733068.00,122733068.00,0.00,1129005.00,1129005.00,123862073.00,0.00,326485617.00,326485617.00,0.00,3003296.00,3003296.00,329488913.00
2011,1,1,19805,American Airlines Inc.,3,0.00,122738320.00,122738320.00,0.00,210264.00,210264.00,122948584.00,0.00,312767304.00,312767304.00,0.00,535684.00,535684.00,313302988.00
2011,1,1,19874,Air Transport International,2,0.00,0.00,0.00,0.00,2920606.00,2920606.00,2920606.00,0.00,0.00,0.00,0.00,8301156.00,8301156.00,8301156.00
2011,1,1,19917,United Parcel Service,3,0.00,29363000.00,29363000.00,0.00,0.00,0.00,29363000.00,0.00,76989000.00,76989000.00,0.00,0.00,0.00,76989000.00
2011,1,1,19930,Alaska Airlines Inc.,3,1617050.00,25181457.00,26798507.00,20911.00,42952.00,63863.00,26862370.00,4294171.00,77358881.00,81653052.00,55530.00,109330.00,164860.00,81817912.00
2011,1,1,19977,United Air Lines Inc.,3,0.00,73534993.00,73534993.00,0.00,158896.00,158896.00,73693889.00,0.00,188790772.00,188790772.00,0.00,403823.00,403823.00,189194595.00
2011,1,1,20007,Atlas Air Inc.,3,0.00,38541.00,38541.00,292009.00,2030917.00,2322926.00,2361467.00,0.00,113939.00,113939.00,861426.00,6004059.00,6865485.00,6979424.00
2011,1,1,20046,Air Wisconsin Airlines Corp,2,0.00,6333750.00,6333750.00,0.00,0.00,0.00,6333750.00,0.00,18413327.00,18413327.00,0.00,0.00,0.00,18413327.00
2011,1,1,20057,Evergreen International Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,1,1,20095,World Airways Inc.,2,0.00,0.00,0.00,0.00,130169.00,130169.00,130169.00,0.00,0.00,0.00,0.00,372483.00,372483.00,372483.00
2011,1,1,20100,Polar Air Cargo Airways,2,0.00,2355163.00,2355163.00,0.00,0.00,0.00,2355163.00,0.00,6962637.00,6962637.00,0.00,0.00,0.00,6962637.00
2011,1,1,20107,Federal Express Corporation,3,0.00,53871012.00,53871012.00,11393.00,1581125.00,1592518.00,55463530.00,0.00,133473000.00,133473000.00,30000.00,3665000.00,3695000.00,137168000.00
2011,1,1,20108,Northern Air Cargo Inc.,1,325605.00,0.00,325605.00,10866.00,37406.00,48272.00,373877.00,898050.00,0.00,898050.00,29970.00,103169.00,133139.00,1031189.00
2011,1,1,20149,Florida West Airlines Inc.,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,1,1,20151,Amerijet International,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,1,1,20169,Lynden Air Cargo Airlines,1,81610.00,0.00,81610.00,35007.00,40538.00,75545.00,157155.00,236712.00,0.00,236712.00,99206.00,50674.00,149880.00,386592.00
2011,1,1,20170,Mesaba Airlines,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,1,1,20177,Asia Pacific,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,1,1,20190,Southern Air Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,1,1,20207,Casino Express,1,0.00,0.00,0.00,0.00,140910.00,140910.00,140910.00,0.00,0.00,0.00,0.00,497414.00,497414.00,497414.00
2011,1,1,20254,Colgan Air,2,0.00,737069.00,737069.00,0.00,5198.00,5198.00,742267.00,0.00,2182051.00,2182051.00,0.00,15389.00,15389.00,2197440.00
2011,1,1,20304,SkyWest Airlines Inc.,3,0.00,9400949.00,9400949.00,0.00,0.00,0.00,9400949.00,0.00,28685929.00,28685929.00,0.00,0.00,0.00,28685929.00
2011,1,1,20308,Centurion Cargo Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,1,1,20344,Ryan International Airlines,2,0.00,0.00,0.00,0.00,512751.00,512751.00,512751.00,0.00,0.00,0.00,0.00,1534920.00,1534920.00,1534920.00
2011,1,1,20354,Aerodynamics Inc.,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,1,1,20355,US Airways Inc.,3,0.00,64396251.00,64396251.00,0.00,455232.00,455232.00,64851483.00,0.00,165014741.00,165014741.00,0.00,1169101.00,1169101.00,166183842.00
2011,1,1,20357,"Astar USA, LLC",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,1,1,20363,Pinnacle Airlines Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,1,1,20366,Atlantic Southeast Airlines,2,0.00,559286.00,559286.00,0.00,0.00,0.00,559286.00,0.00,1891054.00,1891054.00,0.00,0.00,0.00,1891054.00
2011,1,1,20368,Allegiant Air,2,0.00,7721450.00,7721450.00,0.00,884377.00,884377.00,8605827.00,0.00,21910620.00,21910620.00,0.00,2634490.00,2634490.00,24545110.00
2011,1,1,20370,Kalitta Air LLC,2,0.00,0.00,0.00,0.00,2654554.00,2654554.00,2654554.00,0.00,0.00,0.00,0.00,3553671.00,3553671.00,3553671.00
2011,1,1,20374,ExpressJet Airlines Inc.,2,0.00,2316524.00,2316524.00,0.00,0.00,0.00,2316524.00,0.00,6657656.00,6657656.00,0.00,0.00,0.00,6657656.00
2011,1,1,20377,Omni Air Express,2,0.00,0.00,0.00,0.00,332260.00,332260.00,332260.00,0.00,0.00,0.00,0.00,554952.00,554952.00,554952.00
2011,1,1,20378,Mesa Airlines Inc.,2,0.00,6688837.00,6688837.00,0.00,0.00,0.00,6688837.00,0.00,19729536.00,19729536.00,0.00,0.00,0.00,19729536.00
2011,1,1,20397,PSA Airlines Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011,1,1,20398,American Eagle Airlines Inc.,3,0.00,23103244.00,23103244.00,0.00,0.00,0.00,23103244.00,0.00,62289655.00,62289655.00,0.00,0.00,0.00,62289655.00
