Year,Quarter,Total_Mkt_Fare,depart_city,arrival_city,airlineID,Passengers_by_Carrier,CarriersMktShare,CarrierAvgFare,Carrier_MinFareIncrement,CarrierMinPassangerShare,CarrierMaxFareIncrement,CarrierMaxPassengerShare,depart_state,arrival_state,Avg_TDOMT_COST_carrier,avg_TDOMT_GALLONS_carrier,Monthly Average Temperature_depart,Monthly Total Precepitation_depart,Monthly Average Windspeed_depart,Monthly Average Temperature_arrival,Monthly Total Precepitation_arrival,Monthly Average Windspeed_arrival,distance
1999,4,231.31,15,32,19790,2840,0.17,198.07,100,0.06,275,0.06,11,5,89199069.0,177825289.33333334,6.933333333333334,18.0,10.933333333333332,7.033333333333334,9.066666666666668,15.9,642.4585014853889
2005,2,95.26,66,100,19393,583970,0.93,94.88,75,0.2,125,0.47,4,4,109431868.66666669,107254402.0,17.2,10.666666666666666,13.566666666666668,17.733333333333334,23.0,12.9,351.68981601572864
2005,2,95.26,66,100,19393,583970,0.93,94.88,75,0.2,125,0.47,4,4,109431868.66666669,107254402.0,17.2,10.666666666666666,13.566666666666668,17.733333333333334,23.0,12.9,351.68981601572864
2005,2,95.26,66,100,19393,583970,0.93,94.88,75,0.2,125,0.47,4,4,109431868.66666669,107254402.0,17.2,10.666666666666666,13.566666666666668,17.733333333333334,23.0,11.266666666666666,351.68981601572864
2012,4,268.39,22,121,19393,3640,0.16,262.99,200,0.08,375,0.13,12,32,480737542.6666667,147267338.33333334,5.166666666666667,53.333333333333336,15.366666666666667,11.133333333333333,40.0,13.266666666666666,591.4361852492117
2012,4,268.39,22,121,19393,3640,0.16,262.99,200,0.08,375,0.13,12,32,480737542.6666667,147267338.33333334,5.966666666666668,53.333333333333336,16.166666666666668,11.133333333333333,40.0,13.266666666666666,591.4361852492117
2012,4,268.39,22,121,19393,3640,0.16,262.99,200,0.08,375,0.13,12,32,480737542.6666667,147267338.33333334,6.6000000000000005,53.73333333333333,16.166666666666668,11.133333333333333,40.0,13.266666666666666,591.4361852492117
2008,3,326.09,74,75,20314,5130,0.19,308.31,100,0.05,475,0.07,42,20,27535143.666666668,7489290.0,21.055555555555557,82.84444444444443,11.644444444444444,23.125223730517842,87.76393464052288,10.871911513323278,294.1761853237354
1996,3,86.97,2,30,19805,25970,0.19,104.53,75,0.35,175,0.07,28,37,100014818.66666669,166695384.33333334,24.217889488702166,75.76168287026127,11.446674303351163,28.95555555555556,55.73148148148148,12.675925925925927,588.068166900924
2000,1,317.1,1,22,19977,5460,0.41,360.25,100,0.06,625,0.05,30,12,102315878.66666669,160201148.0,-1.4666666666666668,78.33333333333333,14.8,1.4,35.1,16.7,711.7685278763022
1998,3,224.34,67,81,19790,5510,0.16,253.95,100,0.05,450,0.15,15,30,87808426.33333333,180523886.3333333,25.33333333333333,87.66666666666667,9.766666666666667,19.78333333333333,107.0,11.15,649.0175778508774
2004,1,80.41,84,113,19393,19880,0.84,74.76,75,0.48,100,0.5,25,21,76481741.66666667,95801410.0,4.4,40.05,17.9,2.0952380952380953,47.11904761904763,15.714285714285714,357.06059462124034
2000,2,259.03,24,81,19805,15120,0.11,219.5,100,0.09,525,0.09,31,30,102417408.66666669,174576941.33333334,17.190996168582373,90.91379310344827,14.299808429118775,13.56111111111111,118.55555555555559,14.65,407.35578204667183
1996,4,84.18,91,105,19991,105000,0.33,100.22,75,0.43,175,0.05,3,4,21747322.666666668,29875429.33333333,18.500000000000004,5.166666666666667,7.233333333333333,13.866666666666664,84.66666666666667,14.866666666666667,648.6886490406592
2003,3,259.21,34,90,20355,16840,0.32,258.56,100,0.11,500,0.07,19,34,46437333.333333336,57293333.333333336,21.5,63.43333333333334,11.766666666666666,23.626140350877197,121.2138596491228,10.443508771929823,445.397735284479
2002,4,77.72,15,112,19930,6670,0.24,92.93,75,0.27,125,0.23,11,41,20034787.666666668,25105006.0,5.833333333333333,27.33333333333333,11.266666666666667,3.333333333333333,43.333333333333336,11.3,286.9081930242706
2002,4,77.72,15,112,19930,6670,0.24,92.93,75,0.27,125,0.23,11,41,20034787.666666668,25105006.0,5.833333333333333,27.33333333333333,11.266666666666667,3.333333333333333,43.333333333333336,11.3,286.9081930242706
2006,2,242.92,60,81,19790,7070,0.3,204.58,125,0.12,300,0.05,36,30,223907019.3333333,107902523.0,20.066666666666663,102.33333333333331,10.866666666666664,14.5,65.0,14.0,633.2683961638348
2006,1,96.48,93,97,19393,37530,0.92,93.49,75,0.13,150,0.16,33,29,166581648.33333334,109928686.33333331,7.1000000000000005,136.0,15.533333333333331,3.8666666666666663,30.0,9.866666666666667,437.5123487421064
2003,4,253.93,27,75,19386,17580,0.79,275.21,125,0.1,550,0.06,31,20,68063570.0,83655969.0,6.933333333333333,63.0,13.566666666666668,7.5330213210214785,76.11344302863989,13.821134891369118,626.0254572348414
2001,3,264.08,8,79,19790,18120,0.98,265.37,100,0.06,425,0.14,9,36,113414053.0,159385911.33333334,24.566666666666663,50.333333333333336,10.233333333333333,24.6,73.0,9.133333333333333,213.49442248821225
2001,1,239.91,26,81,19790,5000,0.3,283.78,125,0.22,525,0.08,35,30,121544762.0,166649991.66666666,9.7,84.66666666666667,10.433333333333332,-1.9222222222222223,69.11111111111111,17.07777777777778,598.2261001580056
1997,2,70.74,61,102,19790,20720,0.33,80.28,75,0.53,100,0.4,29,38,102910066.33333331,170819748.33333334,25.133333333333336,0.3333333333333333,17.466666666666665,16.933333333333334,20.866666666666667,12.66666666666667,361.9882295091227
2001,2,78.88,111,112,19930,76470,0.7,82.82,75,0.36,125,0.07,41,41,21060238.666666668,25549965.666666668,12.066666666666668,66.0,10.633333333333333,11.6,32.333333333333336,16.099999999999998,227.68408065127355
2001,2,78.88,111,112,19930,76470,0.7,82.82,75,0.36,125,0.07,41,41,21060238.666666668,25549965.666666668,12.066666666666668,66.0,10.633333333333333,11.6,32.333333333333336,16.099999999999998,227.68408065127355
2001,2,78.88,111,112,19930,76470,0.7,82.82,75,0.36,125,0.07,41,41,21060238.666666668,25549965.666666668,12.066666666666668,66.0,10.633333333333333,11.6,32.333333333333336,16.099999999999998,227.68408065127355
2001,2,78.88,111,112,19930,76470,0.7,82.82,75,0.36,125,0.07,41,41,21060238.666666668,25549965.666666668,12.066666666666668,66.0,10.633333333333333,11.6,32.333333333333336,16.099999999999998,227.68408065127355
2006,1,245.01,30,79,19805,39580,0.88,245.52,150,0.08,350,0.14,37,36,281132465.6666667,154850507.33333334,12.966666666666669,125.56666666666666,17.1,7.766666666666666,103.0,13.9,614.1909144727124
2003,4,272.91,23,90,19790,14570,0.64,284.76,100,0.07,575,0.08,31,34,106436929.33333331,129081896.33333331,7.600000000000001,71.0,13.5,8.860833333333334,104.0125,13.485833333333336,502.47272943627127
1997,2,75.39,104,105,19994,56450,0.13,77.21,75,0.53,125,0.06,4,4,4821996.333333333,7733660.333333333,17.52962962962963,11.111111111111109,9.988888888888889,16.5,6.666666666666667,22.6,453.55889102990056
1997,2,248.83,16,21,20355,45390,0.87,254.18,125,0.18,450,0.06,17,24,52180000.0,89052333.33333333,18.08264976808437,80.84118243605418,13.386127027320372,18.8,114.0,12.066666666666668,718.132536324101
1998,1,73.21,93,112,19393,8850,0.39,68.49,75,1.0,75,1.0,33,41,33522881.666666668,66896955.333333336,7.8,136.33333333333334,15.333333333333334,2.6,41.0,14.633333333333336,287.9961480578845
1998,1,73.21,93,112,19393,8850,0.39,68.49,75,1.0,75,1.0,33,41,33522881.666666668,66896955.333333336,7.8,136.33333333333334,15.333333333333334,2.6,41.0,14.633333333333336,287.9961480578845
2004,2,88.81,61,91,19991,41100,0.25,95.3,75,0.33,125,0.26,29,3,42526463.0,38202940.333333336,25.8,7.666666666666667,14.366666666666667,28.03333333333333,7.666666666666667,12.733333333333334,257.2609681517248
2003,2,305.36,92,123,20355,22810,0.96,304.34,100,0.06,450,0.05,34,7,45340000.0,57455000.0,15.1,106.0,12.6,16.966666666666665,148.66666666666666,13.7,189.7967797466881
2009,1,92.93,15,93,19393,23580,0.46,88.57,75,0.51,150,0.17,11,33,221395674.0,116622987.0,2.566666666666667,19.666666666666668,11.133333333333333,5.8,80.33333333333333,11.2,343.00899585506806
2005,1,90.35,2,120,19393,12420,0.89,86.91,75,0.38,125,0.43,28,3,92607719.33333331,102169640.0,7.484451934365586,75.63461749900318,13.083209803628389,13.666666666666666,25.0,11.5,317.5302320697045
2011,3,291.13,23,81,19790,46700,0.65,284.89,175,0.15,350,0.05,31,30,419609332.0,137605156.66666666,23.23333333333333,112.66666666666669,8.733333333333334,20.33106638084539,91.6718762179884,11.248361751152073,570.5218525673794
2006,1,233.31,60,81,19704,3760,0.24,289.62,150,0.08,550,0.06,36,30,115111000.0,62912000.0,7.533333333333334,83.0,12.633333333333333,0.7000000000000001,54.0,17.46666666666667,633.2683961638348
2000,3,305.29,22,50,19977,7750,0.5,295.01,125,0.16,625,0.09,12,34,125147966.66666669,166482522.33333334,20.73333333333333,114.0,13.066666666666668,22.161871345029244,117.58701754385963,10.217894736842103,572.6629768658316
1996,2,87.08,86,105,19994,6420,0.16,84.41,75,0.48,125,0.16,4,4,4794724.0,7089972.333333333,18.011622770507994,12.374051876269435,14.943538774015249,15.766666666666666,22.33333333333333,19.96666666666667,429.09498772086306
2001,1,263.65,75,84,19386,17460,0.98,263.69,100,0.05,400,0.09,20,25,89007486.33333333,101166281.33333331,3.413569977612257,66.43130164388987,14.036784408334038,-0.5499999999999999,38.0,14.7,291.7046001821149
2001,1,263.65,75,84,19386,17460,0.98,263.69,100,0.05,400,0.09,20,25,89007486.33333333,101166281.33333331,3.413569977612257,66.43130164388987,14.036784408334038,-0.5499999999999999,38.0,14.7,291.7046001821149
2002,3,254.42,27,75,19386,18350,0.82,265.77,100,0.05,550,0.08,31,20,69119340.33333333,97470610.66666669,23.83333333333333,90.0,10.233333333333334,24.162196810382266,89.16955965307271,11.473182958077707,626.0254572348414
2008,3,232.18,14,34,19393,1780,0.1,215.23,150,0.1,300,0.07,1,19,333231752.0,127753268.0,25.257142857142856,99.18253968253968,8.06031746031746,21.7,79.5,10.966666666666669,643.9400340230508
2012,3,115.42,4,30,19805,11940,0.24,121.79,75,0.21,175,0.08,37,37,371593183.0,119354507.33333331,28.799999999999997,56.7,11.383333333333333,29.03333333333333,70.0,11.233333333333334,334.28297433507424
2012,3,115.42,4,30,19805,11940,0.24,121.79,75,0.21,175,0.08,37,37,371593183.0,119354507.33333331,28.799999999999997,56.7,11.383333333333333,28.566666666666663,43.400000000000006,11.533333333333331,334.28297433507424
2015,1,260.24,8,46,19790,6460,0.4,278.79,100,0.05,500,0.07,9,24,420968930.3333333,134201524.66666669,9.166509433962263,118.8254716981132,14.558962264150944,7.609513888888889,98.81041666666667,10.44875,306.09731467914395
1998,2,238.03,16,92,20355,67930,0.92,240.48,75,0.09,400,0.26,17,34,39518333.333333336,85062666.66666667,18.515675782511654,76.79405821414281,13.352901403290572,15.933333333333332,119.33333333333331,10.966666666666669,478.6321125264926
2010,1,258.6,21,90,20355,30270,0.74,291.57,125,0.05,575,0.07,24,34,132106738.33333331,63818125.0,5.733333333333333,110.33333333333331,10.133333333333336,2.966666666666667,122.0,15.300000000000002,454.970058599166
2001,1,219.7,21,72,20355,33690,0.83,223.39,100,0.17,475,0.08,24,8,78764333.33333333,90102000.0,7.533333333333334,83.0,10.133333333333333,21.23333333333333,51.0,13.733333333333334,652.2047045817103
1996,3,94.84,30,49,19393,35160,0.78,92.81,100,0.58,125,0.41,37,37,41904492.333333336,63279573.66666666,28.70992907801418,71.80177304964539,12.61099290780142,28.376851851851853,72.15050705467371,12.499448853615517,459.56839760056613
2010,2,258.45,45,81,19790,9020,0.44,239.4,125,0.11,275,0.08,19,30,328609080.0,141970101.0,16.400000000000002,133.33333333333334,14.5,15.633333333333333,87.0,12.166666666666666,623.3961611295463
2013,4,103.28,63,106,20368,15420,1.0,103.28,75,0.36,175,0.07,15,8,30768164.666666668,9559865.666666666,8.0,120.66666666666669,13.199999999999998,22.113956424348743,75.62464033400674,12.102712113705607,665.0446815329552
2004,2,257.6,75,79,19386,17630,0.83,270.9,125,0.1,575,0.06,20,36,92334746.33333331,86455229.66666667,19.61313275582006,89.79252112431331,13.483303537817187,20.5,143.66666666666666,10.9,695.7382752854761
1998,2,79.09,61,97,19994,25630,0.43,83.12,75,0.44,125,0.09,29,29,3979730.3333333335,7673183.0,21.366666666666664,2.5,18.633333333333336,11.333333333333334,23.666666666666668,10.766666666666666,338.9569678260563
1999,1,238.54,30,71,19386,5980,0.21,218.2,100,0.13,425,0.11,37,36,40437254.66666666,93972855.0,11.273737373737372,85.14410774410774,16.301346801346803,10.6,167.6,17.2,421.1878482160822
2000,2,226.93,24,55,19393,3490,0.18,99.71,75,0.26,125,0.53,31,13,65662779.66666666,83789952.0,17.190996168582373,90.91379310344827,14.299808429118775,16.4,111.11666666666667,14.333333333333332,261.901172679348
2001,4,222.75,30,71,19805,12020,0.56,213.25,75,0.09,475,0.05,37,36,94006958.33333331,145960835.66666666,14.525462962962965,72.3810185185185,13.89074074074074,11.65,276.70000000000005,10.3,421.1878482160822
2000,2,274.1,71,75,19386,13720,0.79,304.08,100,0.05,525,0.15,36,20,80210537.66666667,102602515.66666669,24.7,99.3,14.15,18.434660255135718,98.87190869536127,14.105916807621409,702.7814096567012
2000,3,237.59,67,81,20355,14550,0.37,245.17,100,0.08,525,0.11,15,30,88993333.33333333,97672000.0,22.866666666666664,101.0,10.666666666666666,18.6,85.33333333333333,12.866666666666664,649.0175778508774
2015,3,268.94,45,81,19977,5290,0.16,265.82,150,0.23,225,0.08,19,30,206056193.0,129652514.66666669,20.60333333333333,87.39999999999999,12.014999999999999,20.653315412186377,88.0097670250896,11.230421146953404,623.3961611295463
1996,4,81.8,66,100,19991,57260,0.23,99.67,75,0.47,225,0.05,4,4,21747322.666666668,29875429.33333333,16.366666666666667,68.0,11.633333333333333,13.506060606060608,61.277272727272724,9.306818181818183,351.68981601572864
1998,4,78.63,15,112,19930,7580,0.44,83.05,75,0.27,100,0.65,11,41,10406785.0,23665018.33333333,5.466666666666668,23.33333333333333,12.066666666666668,3.5,62.0,15.5,286.9081930242706
1998,4,78.63,15,112,19930,7580,0.44,83.05,75,0.27,100,0.65,11,41,10406785.0,23665018.33333333,5.466666666666668,23.33333333333333,12.066666666666668,3.5,62.0,15.5,286.9081930242706
2013,3,118.01,61,120,19393,17630,0.46,117.12,75,0.09,225,0.06,29,3,460758985.3333333,154275463.0,30.566666666666663,8.0,10.9,30.1,31.33333333333333,11.9,377.11734413040443
2013,3,118.01,61,120,19393,17630,0.46,117.12,75,0.09,225,0.06,29,3,460758985.3333333,154275463.0,30.566666666666663,8.0,10.9,30.1,31.33333333333333,11.9,377.11734413040443
2013,3,118.01,61,120,19393,17630,0.46,117.12,75,0.09,225,0.06,29,3,460758985.3333333,154275463.0,31.200000000000003,8.0,13.733333333333334,30.1,31.33333333333333,11.9,377.11734413040443
2005,2,92.68,66,120,19991,14540,0.14,137.92,75,0.05,225,0.06,4,3,60441816.333333336,36542380.66666666,17.2,10.666666666666666,13.566666666666668,25.0,8.666666666666666,12.4,455.99937204714627
2008,4,241.5,34,71,19386,13150,0.81,252.63,150,0.14,375,0.05,19,36,216779138.3333333,54390053.0,4.133333333333334,80.8,14.2,13.584027777777779,107.22615740740738,11.70300925925926,623.5838223028783
2001,4,289.15,22,23,19790,18470,0.55,293.06,75,0.07,600,0.05,12,31,83700925.0,137178683.0,6.966666666666666,75.10000000000001,15.733333333333334,8.466666666666667,117.33333333333331,10.533333333333331,250.2373921364613
1999,1,294.3,24,90,20355,13870,0.47,285.94,100,0.06,450,0.25,31,34,30807333.33333333,83235000.0,0.1666666666666666,64.7,18.633333333333333,2.455797101449275,76.11086956521739,15.009782608695653,357.31467470216575
1997,1,69.78,93,97,19393,4280,0.15,61.64,75,1.0,75,1.0,33,29,44537801.333333336,62337806.0,6.533333333333334,133.66666666666666,12.733333333333333,4.333333333333333,34.166666666666664,7.8,437.5123487421064
1996,1,90.49,67,80,19790,6290,0.39,96.1,75,0.47,125,0.22,15,16,95151735.66666669,162548350.66666666,2.6666666666666665,94.33333333333331,16.166666666666668,13.266666666666667,78.66666666666667,13.066666666666668,610.5226417120354
1996,1,90.49,67,80,19790,6290,0.39,96.1,75,0.47,125,0.22,15,16,95151735.66666669,162548350.66666666,2.6666666666666665,94.33333333333331,16.166666666666668,13.333333333333334,78.66666666666667,14.433333333333332,610.5226417120354
1996,1,90.49,67,80,19790,6290,0.39,96.1,75,0.47,125,0.22,15,16,95151735.66666669,162548350.66666666,2.6666666666666665,94.33333333333331,16.166666666666668,13.333333333333334,78.66666666666667,14.433333333333332,610.5226417120354
2001,1,266.35,34,90,20355,25100,0.48,251.24,75,0.07,300,0.17,19,34,78764333.33333333,90102000.0,-0.2666666666666668,44.4,16.2,2.455797101449275,76.11086956521739,15.009782608695653,445.397735284479
2009,1,93.21,15,112,19393,21530,0.79,91.88,75,0.34,150,0.05,11,41,221395674.0,116622987.0,2.566666666666667,19.666666666666668,11.133333333333333,-0.8333333333333334,41.0,12.166666666666666,286.9081930242706
2009,1,93.21,15,112,19393,21530,0.79,91.88,75,0.34,150,0.05,11,41,221395674.0,116622987.0,2.566666666666667,19.666666666666668,11.133333333333333,-0.0666666666666666,41.0,8.033333333333333,286.9081930242706
2009,1,93.21,15,112,19393,21530,0.79,91.88,75,0.34,150,0.05,11,41,221395674.0,116622987.0,2.566666666666667,19.666666666666668,11.133333333333333,-0.8333333333333334,41.0,12.166666666666666,286.9081930242706
2008,3,248.24,55,81,19386,22300,0.25,235.89,125,0.1,350,0.07,13,30,301743110.6666667,63771354.333333336,22.21111111111111,94.15555555555555,11.022222222222224,19.519999999999996,81.6,10.113333333333337,647.181090294879
2014,4,340.88,34,90,20355,17690,0.39,363.95,175,0.07,500,0.29,19,34,174555457.33333334,71626060.66666667,5.5,43.9,15.033333333333331,9.2,83.66666666666667,15.633333333333333,445.397735284479
2005,4,93.47,93,97,19393,39800,0.92,91.08,75,0.43,150,0.17,33,29,130438646.33333331,108914053.33333331,8.200000000000001,135.0,13.166666666666666,8.2,34.833333333333336,8.933333333333334,437.5123487421064
2006,2,91.93,61,120,19393,52380,0.85,90.69,75,0.36,125,0.35,29,3,172105509.66666666,114542094.66666669,26.23333333333333,0.8333333333333334,13.933333333333332,25.96666666666667,4.5,12.633333333333333,377.11734413040443
2006,2,91.93,61,120,19393,52380,0.85,90.69,75,0.36,125,0.35,29,3,172105509.66666666,114542094.66666669,26.23333333333333,0.8333333333333334,13.933333333333332,25.96666666666667,4.5,12.633333333333333,377.11734413040443
2006,2,91.93,61,120,19393,52380,0.85,90.69,75,0.36,125,0.35,29,3,172105509.66666666,114542094.66666669,26.366666666666664,0.8333333333333334,13.3,25.96666666666667,4.5,12.633333333333333,377.11734413040443
2009,2,99.51,61,105,19977,81300,0.14,94.95,75,0.48,150,0.07,29,4,141238746.66666666,87078728.66666667,25.3,1.3333333333333333,13.066666666666668,15.366666666666664,5.666666666666667,20.73333333333333,409.8066321945096
2009,2,99.51,61,105,19977,81300,0.14,94.95,75,0.48,150,0.07,29,4,141238746.66666666,87078728.66666667,25.3,1.3333333333333333,13.066666666666668,15.366666666666664,5.666666666666667,20.73333333333333,409.8066321945096
2009,2,99.51,61,105,19977,81300,0.14,94.95,75,0.48,150,0.07,29,4,141238746.66666666,87078728.66666667,25.433333333333337,1.3333333333333333,12.766666666666666,15.366666666666664,5.666666666666667,20.73333333333333,409.8066321945096
1996,1,115.94,71,85,20243,8640,0.25,96.88,75,0.11,150,0.1,36,8,7358701.333333333,10689623.0,6.733333333333333,115.23333333333336,18.3,16.400000000000002,140.66666666666666,15.666666666666666,682.6454220636601
1999,1,237.55,32,83,19977,13950,0.83,241.42,75,0.05,525,0.1,5,32,75617164.0,155073706.66666666,3.8333333333333335,6.1000000000000005,17.46666666666667,8.299999999999999,54.66666666666666,20.6,500.11151771210325
1999,1,237.55,32,83,19977,13950,0.83,241.42,75,0.05,525,0.1,5,32,75617164.0,155073706.66666666,3.8333333333333335,6.1000000000000005,17.46666666666667,8.299999999999999,54.66666666666666,20.6,500.11151771210325
1996,4,251.64,22,99,19977,12450,0.48,264.13,75,0.08,500,0.11,12,30,111472589.33333331,155077515.0,3.2,62.866666666666674,15.833333333333334,4.3,105.66666666666669,14.233333333333334,520.813901720796
1999,3,261.39,23,81,19704,11450,0.14,281.0,100,0.08,475,0.23,31,30,39806666.66666666,85619666.66666667,22.96666666666667,55.333333333333336,9.966666666666669,20.444444444444446,86.88888888888887,12.299999999999997,570.5218525673794
1996,4,83.96,103,121,19393,10720,0.75,80.45,75,0.67,125,0.32,37,32,46104497.66666666,62962357.333333336,17.033333333333335,39.333333333333336,12.166666666666666,10.637333333333334,55.57066666666667,13.669333333333334,484.9404420467602
1996,4,83.96,103,121,19393,10720,0.75,80.45,75,0.67,125,0.32,37,32,46104497.66666666,62962357.333333336,16.833333333333332,40.5,12.733333333333334,10.637333333333334,55.57066666666667,13.669333333333334,484.9404420467602
1996,4,83.96,103,121,19393,10720,0.75,80.45,75,0.67,125,0.32,37,32,46104497.66666666,62962357.333333336,16.833333333333332,39.333333333333336,12.166666666666666,10.637333333333334,55.57066666666667,13.669333333333334,484.9404420467602
2004,3,88.71,30,65,19805,14460,0.25,100.66,75,0.22,125,0.4,37,2,204822366.3333333,173291601.0,28.70992907801418,71.80177304964539,12.61099290780142,23.99523347555228,82.93510947757333,11.509795619204771,286.2545415034583
2018,4,129.68,61,104,19393,50740,0.3714,136.77,75,0.2296,275,0.1009,29,4,374837796.6666667,173981762.66666666,14.466666666666669,4.6000000000000005,9.466666666666669,17.099999999999998,37.26666666666667,7.666666666666667,257.7097267004856
2018,4,129.68,61,104,19393,50740,0.3714,136.77,75,0.2296,275,0.1009,29,4,374837796.6666667,173981762.66666666,14.466666666666669,4.6000000000000005,9.466666666666669,17.099999999999998,37.26666666666667,7.666666666666667,257.7097267004856
2018,4,129.68,61,104,19393,50740,0.3714,136.77,75,0.2296,275,0.1009,29,4,374837796.6666667,173981762.66666666,15.066666666666665,4.6000000000000005,9.466666666666669,17.099999999999998,37.26666666666667,7.666666666666667,257.7097267004856
2004,1,223.31,60,81,19704,3400,0.22,305.08,125,0.15,550,0.1,36,30,64143666.66666666,65039333.333333336,6.433333333333334,93.66666666666669,11.966666666666669,-2.916666666666667,54.0,18.28333333333333,633.2683961638348
1998,1,72.27,93,97,19393,5140,0.22,62.68,75,1.0,75,1.0,33,29,33522881.666666668,66896955.333333336,7.8,136.33333333333334,15.333333333333334,3.9333333333333336,50.0,8.233333333333334,437.5123487421064
1998,3,256.7,75,79,19386,11560,0.67,247.37,125,0.24,475,0.19,20,36,40779636.66666666,77925917.0,24.15319224025843,70.01534672079416,10.74149020855842,25.899999999999995,75.66666666666667,8.133333333333333,695.7382752854761
2007,2,93.49,97,105,19393,55660,0.84,85.03,75,0.37,125,0.37,29,4,201800505.3333333,124813356.33333331,17.233333333333334,4.0,12.033333333333331,14.866666666666667,10.333333333333334,22.5,187.04997904700278
2005,4,97.05,30,103,19805,34770,0.21,105.61,75,0.33,150,0.05,37,37,305250264.0,155514454.33333334,14.525462962962965,72.3810185185185,13.89074074074074,16.933333333333334,12.333333333333334,8.9,252.47086396640222
2005,4,97.05,30,103,19805,34770,0.21,105.61,75,0.33,150,0.05,37,37,305250264.0,155514454.33333334,14.525462962962965,72.3810185185185,13.89074074074074,17.233333333333334,12.333333333333334,11.9,252.47086396640222
2005,4,97.05,30,103,19805,34770,0.21,105.61,75,0.33,150,0.05,37,37,305250264.0,155514454.33333334,14.525462962962965,72.3810185185185,13.89074074074074,17.233333333333334,12.333333333333334,11.9,252.47086396640222
2006,3,96.31,22,55,19393,15170,0.34,78.31,75,0.43,100,0.56,12,13,187106555.0,119510165.0,21.166666666666664,106.0,11.233333333333334,23.03333333333333,60.333333333333336,12.133333333333333,163.57765433758178
2006,3,96.31,22,55,19393,15170,0.34,78.31,75,0.43,100,0.56,12,13,187106555.0,119510165.0,21.7,106.0,11.9,23.03333333333333,60.333333333333336,12.133333333333333,163.57765433758178
2006,3,96.31,22,55,19393,15170,0.34,78.31,75,0.43,100,0.56,12,13,187106555.0,119510165.0,22.433333333333334,132.83333333333334,12.633333333333333,23.03333333333333,60.333333333333336,12.133333333333333,163.57765433758178
2003,3,235.1,47,81,19704,9510,0.38,258.89,75,0.06,475,0.13,35,30,54088666.66666666,67720000.0,26.133333333333336,147.66666666666666,11.566666666666665,19.766666666666666,85.33333333333333,13.466666666666669,612.9595569463623
2008,4,267.86,24,90,20355,14220,0.61,278.32,125,0.05,425,0.12,31,34,157969878.66666666,71299994.66666667,6.748842592592593,80.83425925925927,15.876620370370368,8.433333333333334,94.66666666666669,13.133333333333333,357.31467470216575
2008,1,248.59,21,79,20355,17260,0.82,262.73,100,0.08,325,0.17,24,36,215555978.0,77797699.0,7.966666666666666,78.33333333333333,11.633333333333336,6.4,108.66666666666669,13.033333333333331,340.62023474714726
2006,3,289.49,58,75,19386,27190,0.81,310.76,175,0.1,500,0.1,21,20,171537189.66666666,78815147.0,24.866666666666664,110.66666666666669,12.5,25.708802498980052,75.80940034401796,11.254961764019116,408.83545435606146
2007,3,285.53,8,27,20355,4690,0.17,241.42,175,0.05,325,0.06,9,31,98073892.66666669,45521135.66666666,26.633333333333336,69.66666666666667,10.333333333333334,23.3,87.0,9.133333333333336,437.2498554893429
2007,1,282.02,34,75,19386,42130,0.83,302.09,125,0.11,625,0.06,19,20,129953691.33333331,73244093.66666667,-0.7999999999999998,70.7,17.433333333333334,7.723464149906594,53.5242854860124,13.307134793147569,537.933872566577
2000,3,256.86,21,71,20355,10940,0.69,265.83,75,0.12,475,0.22,24,36,88993333.33333333,97672000.0,23.399999999999995,89.33333333333333,8.9,27.450000000000003,23.450000000000003,12.25,515.9450994084157
1997,4,69.17,72,117,20355,30230,0.25,72.49,75,0.75,100,0.17,8,8,49543666.66666666,84122666.66666667,23.166666666666668,89.66666666666667,13.133333333333333,19.666666666666668,196.33333333333331,10.933333333333332,205.63341679458193
1996,2,79.46,66,91,19991,157110,0.42,95.24,75,0.59,175,0.06,4,3,18051574.666666668,27935585.33333333,18.76666666666667,3.6666666666666665,14.533333333333331,28.33333333333333,0.0,10.699999999999998,364.41751037266374
2004,3,88.32,49,52,19393,37270,0.9,87.63,75,0.33,125,0.5,37,37,82162720.66666667,101936913.33333331,28.373436492585427,62.05878465506126,11.825676982591874,28.33333333333333,36.333333333333336,9.766666666666666,285.51043817885835
1997,4,257.93,21,98,20355,15570,0.98,258.2,250,0.2,325,0.36,24,39,49543666.66666666,84122666.66666667,10.833333333333334,99.33333333333331,9.4,9.1,92.66666666666669,10.766666666666666,246.050713648089
2008,2,277.46,27,75,19977,3520,0.13,237.26,125,0.05,350,0.05,31,20,370072015.6666667,102558635.33333331,17.233333333333334,133.0,13.333333333333334,18.024794293603314,80.07120141125938,12.685804693971468,626.0254572348414
2005,4,99.89,10,52,19393,33020,0.67,98.95,75,0.15,125,0.6,37,37,130438646.33333331,108914053.33333331,16.099999999999998,33.0,10.9,17.133333333333336,91.33333333333331,11.766666666666666,145.77313646293229
2003,4,258.38,8,21,19790,16580,0.71,265.25,150,0.05,400,0.09,9,24,106436929.33333331,129081896.33333331,12.566666666666668,70.66666666666667,13.133333333333336,11.066666666666668,39.333333333333336,8.666666666666668,227.6138912120633
1996,3,86.49,15,111,19687,11580,0.36,99.28,75,0.43,225,0.07,11,41,2729973.333333333,3708843.0,21.73333333333333,7.0,11.933333333333332,18.066666666666663,33.666666666666664,13.533333333333331,404.6333020113532
